name,bigtype,material,description,url
동그랑땡,한식,"돼지고기, 채소","1. 두부를 먹기 좋은 크기로 다진다.
2. 양파를 깨끗하게 깎고 다져준다.
3. 두부와 양파를 볼에 넣고 다진 마늘, 소금, 후추를 넣고 잘 섞는다.
4. 밀가루를 조금씩 더해가며 반죽을 만든다. 두부와 양파가 물기를 내므로 밀가루는 적당한 양을 사용하여 반죽을 만든다.
5. 손에 식용유를 바르고 반죽을 가져와 동그랑땡 모양으로 빚는다.
6. 팬에 식용유를 두르고 중불에서 동그랑땡을 굽는다. 양쪽 면이 고급 갈색이 될 때까지 굽는다.
7. 동그랑땡을 종이 타월 위에 올려 기름을 흡수시킨 후 접시에 담아 남은 기름을 털어낸다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/동그랑땡/main.jpeg
편백나무찜,한식,돼지고기,,https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/편백나무찜/main.jpeg
곱창구이,한식,곱창,"1. 곱창을 청결하게 씻은 후 끓는 물에 1~2분간 데쳐서 준비한다.
2. 팬이나 그릴에 곱창을 넣고 중불에서 천천히 구워준다.
3. 곱창이 익으면 가위로 적당한 크기로 잘라준다.
4. 간장, 마늘, 참기름 등으로 만든 양념장에 찍어서 먹거나, 소금과 후춧가루를 섞어 만든 간장에 찍어서 먹는다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/곱창구이/main.jpeg
막창구이,한식,막창,"1. 막창을 미리 씻어서 깨끗하게 준비하세요.
2. 대파와 양파를 잘게 썬 후, 고추를 얇게 썰어주세요 (고추는 매운 맛을 원한다면 사용).
3. 막창을 끓는 물에 2-3분 동안 데쳐주세요. 이렇게 하면 불순물이 제거되고 냄새가 줄어듭니다.
4. 데친 막창을 체에 밭쳐 물기를 제거하세요.
5. 대파, 양파, 고추, 다진 마늘, 소금, 후추, 고추가루를 사용해 막창을 양념하세요.
6. 양념이 고루 발라진 막창을 꼼꼼하게 꼬치에 꿰어주세요.
7. 중간 불로 달궈진 바베큐 그릴이나 팬에 막창을 적당이 구워서 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/막창구이/main.jpeg
족발,한식,돼지고기,"1. 물에 족발을 넣고 끓이기 전에 미리 살짝 씻어주세요.
2. 냄비에 물을 붓고 족발을 넣은 뒤 끓기 시작하면 약 10분 동안 데쳐주세요.
3. 데친 족발을 찬물에 담가 식힌 후, 물기를 제거하세요.
4. 냄비에 다시 물을 붓고 족발을 넣고, 마늘, 대파, 생강을 추가하고 물이 뒤덮을 정도로 물을 더 넣습니다.
5. 간장, 설탕, 소금, 후추를 넣고 섞어주세요.
6. 물이 끓기 시작하면 중약불로 줄여 뚜껑을 덮고 2-3시간 정도 족발이 부드러워질 때까지 끓입니다.
7. 부드러워진 족발을 꺼내서 식혀 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/족발/main.jpeg
치킨,한식,닭,"1. 닭고기를 적당한 크기로 잘라내고, 소금과 후추로 간을 해주세요.
2. 밀가루, 달걀, 빵가루를 각각 다른 접시에 준비하세요.
3. 닭고기 조각을 밀가루에 묻히고, 달걀에 푹 절여서, 마지막으로 빵가루로 뒤집어 덮쳐주세요.
4. 팬에 식용유를 충분히 두고 중불에서 예열하고, 닭고기를 튀길 때 식용유가 충분히 덮일 수 있도록 충분한 양의 식용유를 사용하세요.
5. 예열된 식용유에 닭고기를 넣고 중간 중간 뒤집어가며 골고루 익힙니다 (약 10-15분 정도).
6. 닭고기가 노릇하게 튀겨진 후, 종이타월 위에 올려 불순물을 제거해 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/치킨/main.jpeg
닭강정,한식,닭,"1. 닭다리 또는 닭날개를 씻고 물기를 털어내세요.
2. 감자전분 (또는 밀가루), 계란, 빵가루를 각각 다른 접시에 준비하세요.
3. 닭다리나 닭날개를 감자전분 (또는 밀가루)에 묻힌 후, 계란에 담가서 푹 절여주세요.
4. 다시 감자전분에 묻힌 후, 빵가루에 덮쳐서 골고루 묻혀주세요.
5. 중간 불에서 예열된 식용유에 닭다리나 닭날개를 골고루 익히고 노릇하게 튀겨내세요 (약 10-15분 정도).
6. 닭강정을 튀기는 동안, 간장, 설탕, 다진 마늘, 생강 (선택사항), 물을 섞어 양념소스를 만들어주세요.
7. 튀겨진 닭강정을 종이타월 위에 올려 불순물을 제거하세요.
8. 양념소스를 닭강정에 더해주고, 모든 부분에 골고루 양념을 묻혀 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/닭강정/main.jpeg
생선까스,한식,생선,"1. 생선살은 소금과 후춧가루로 양념하며 밀가루->달걀->브레드크럼 순서대로 튀김옷을 입힌다.
2. 팬에 식용유를 충분히 붓고 중불에서 온도가 올라갈 때까지 기다린 후 생선회 까스를 넣는다.
3. 생선회 까스의 모든 면이 금색이 될 때까지 굽는 다음 종이타월 위에 옮겨 기름을 제거한다.
4. 완성된 생선회 까스 위에 타르타르 소스나 치킨 무 스타일의 속젖은 손질된 채소와 함께 내어 줍니다.
5. 그릇에 담아낸다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/생선까스/main.jpeg
연어스테이크,한식,생선,"1. 연어를 2cm 두께로 슬라이스하고 소금과 후춧가루로 양념한다.
2. 팬에 기름을 두르고 중불에서 연어를 양면 금방색이 나도록 구워준다.
3. 버터와 마늘을 추가해 향을 내준 후, 완성된 연어 위에 버터소스를 뿌려준다.
4. 옆으로 레몬 조각과 파슬리 잎으로 장식한다.
5. 그릇에 담아낸다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/연어스테이크/main.jpeg
오징어볶음,한식,오징어,"1. 오징어는 내장을 제거하고 채썰며, 야채(양파, 당근, 대파 등)도 채썬다.
2. 볶음장(간장, 고추장, 설탕 등)을 만들어둔다.
3. 팬에 기름을 두르고 야채들부터 볶은 후 오징어를 넣고 같이 볶는다.
4. 볶음장을 넣고 잘 섞으면서 볶아 준다.
5. 그릇에 담아낸다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/오징어볶음/main.jpeg
미나리오징어초무침,한식,오징어,"1. 오징어를 깨끗이 씻고 물기를 털어내고, 오징어를 끓는 물에 2-3분간 데쳐서 삶아주세요.
2. 삶은 오징어를 식혀서 얇게 채 썰어주세요.
3. 미나리는 씻어서 길게 잘라주세요.
4. 고추장, 고춧가루 (선택사항), 설탕, 식초, 간장, 참기름, 다진 마늘, 소금을 골고루 섞어 양념을 만들어주세요.
5. 미나리와 오징어를 양념에 넣고 골고루 섞어주세요.
6. 미나리오징어초무침을 접시에 담고 참깨를 뿌려 장식하세요.
7. 냉장고에서 식혀 30분 정도 숙성시켜 완성합니다..",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/미나리오징어초무침/main.jpeg
쭈꾸미볶음,한식,쭈꾸미,"1. 청양 고추와 양파 , 대파 , 매운 고춧가루 , 간장 , 맛 술 , 생강즙 등 을 사용하여 양념 을 만든 다
2. 그런 다음 이 양념 에 쭈꾸미 가 잘 베 독 할 수 있 독록 30 분 정도 절여놓습니다
3. 팬 에 기름 을 가열 하여 양념 한 쭈꾸미 를 넣고 볶습니다
4. 쭈꾸미 가 익으면 대파 와 청양 고추 를 넣고 조금 더 볶아 줍니다
5. 그릇에 담아낸다",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/쭈꾸미볶음/main.jpeg
아귀찜,한식,아귀,"1. 아귀는 깨끗이 손질한 후 적당한 크기로 자르고, 야채(양파, 대파, 청양고추 등)도 준비한다.
2. 간장, 매운 고춧가루, 설탕 등으로 만든 양념장에 아귀를 재워둔다.
3. 팬에 기름을 두르고 야채들부터 볶은 후 양념한 아귀를 넣어 볶는다.
4. 물을 부어 충분히 익힌 후 마지막으로 참기름과 깨소금을 뿌려준다.
5. 그릇에 담아낸다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/아귀찜/main.jpeg
해물찜,한식,해물,"1. 해산물은 깨끗이 씻고, 양파, 대파, 마늘, 고추는 얇게 채 썰어주세요.
2. 두부는 2x2cm 정도의 크기로 잘라주세요.
3. 냄비에 다시마와 물을 넣고 끓입니다.
4. 물이 끓으면 양파, 대파, 마늘, 고추 (선택사항)를 넣고 끓입니다.
5. 간장, 설탕, 고춧가루 (선택사항), 참기름을 넣고 잘 섞어주세요.
6. 해산물과 두부를 냄비에 넣고 중불로 10-15분 정도 끓입니다.
7. 해산물이 익은 후에는 소금과 후추로 간을 맞춰주세요.
8. 냄비에서 두부와 해산물을 꺼내어 접시에 담고, 양파, 대파, 마늘, 고추로 장식합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/해물찜/main.jpeg
고등어구이,한식,고등어,"1. 고등어는 내장을 제거하여 소금, 후춧가루로 간하며, 팽이버섯이나 대파와 같은 향신료도 준비합니다.
2. 그릴 팬에 기름을 바른 다음 중약불에서 고등어를 구웁니다.
3. 모든 면이 금색이 될 때까지 돌려 가며 구웁니다.
4. 완성된 고등어에 레몬 조각 을 뿌리고 향신료로 장식합니다.
5. 그릇에 담아낸다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/고등어구이/main.jpeg
고등어조림,한식,고등어,"1. 고등어는 비늘을 제거하고 깨끗이 씻은 후, 머리와 내장을 제거하세요.
2. 대파, 마늘, 생강, 고추 (선택사항)는 얇게 채 썰어주세요.
3. 냄비에 대파, 마늘, 생강, 고추, 간장, 설탕, 고춧가루 (선택사항), 물을 넣고 섞어 양념을 만들어주세요.
4. 양념 속에 고등어를 넣고 10분 정도 재워주세요.
5. 냄비에 고등어와 양념을 넣고 끓입니다.
6. 끓기 시작하면 중약불로 줄이고 뚜껑을 덮어 약 15-20분 동안 조립니다.
7. 고등어가 익은 후에는 참기름을 넣고 소금과 후추로 간을 조절하세요.
8. 냄비에서 고등어조림을 꺼내어 접시에 담고 대파와 고추로 장식해 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/고등어조림/main.jpeg
코다리조림,한식,코다리,"1. 코다리는 비늘을 제거하고 깨끗이 씻은 후, 머리와 내장을 제거하세요.
2. 대파, 마늘, 대파, 고추 (선택사항)는 얇게 채 썰어주세요.
3. 냄비에 대파, 마늘, 대파, 고추 (선택사항), 간장, 설탕, 고춧가루 (선택사항), 물을 넣고 섞어 양념을 만들어주세요.
4. 양념 속에 코다리를 넣고 10분 정도 재워주세요.
5. 냄비에 코다리와 양념을 넣고 끓입니다.
6. 끓기 시작하면 중약불로 줄이고 뚜껑을 덮어 약 15-20분 동안 조립니다. 코다리가 익을 때까지 끓입니다.
7. 코다리가 익은 후에는 참기름을 넣고 소금과 후추로 간을 조절하세요.
8. 냄비에서 코다리조림을 꺼내어 접시에 담고 대파와 고추로 장식합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/코다리조림/main.jpeg
갈치구이,한식,갈치,"1. 갈치는 깨끗이 씻고 물기를 털어내세요.
2. 갈치 쪽에 소금을 뿌려 양면에 골고루 바르고, 약 15-20분 동안 소금이 퍼지도록 대기하세요.
3. 갈치에 후추를 살짝 뿌리고, 레몬 조각을 사용한다면 어느 쪽이든 갈치 위에 올려주세요.
4. 팬을 중간 불에서 예열한 후에 식용유를 두르세요.
5. 갈치를 팬에 넣어 한 쪽 면을 노릇하게 구워주세요.
6. 갈치가 뒤집히지 않도록 조심스럽게 뒤집고, 반대 면도 노릇하게 구워주세요.
7. 갈치가 완전히 익고 노릇하게 익은 상태에서 팬에서 꺼내세요.
8. 갈치를 접시에 담고 대파나 파슬리로 장식해 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/갈치구이/main.jpeg
갈치조림,한식,갈치,"1. 갈치는 깨끗이 씻고 물기를 털어내세요.
2. 대파, 마늘, 생강, 고추 (선택사항)는 얇게 채 썰어주세요.
3. 냄비에 대파, 마늘, 생강, 고추, 간장, 설탕, 고춧가루 (선택사항)을 넣고 섞어 양념을 만들어주세요.
4. 양념 속에 갈치를 넣고 10분 정도 재워주세요.
5. 냄비에 갈치와 양념을 넣고 끓입니다.
6. 끓기 시작하면 중약불로 줄이고 뚜껑을 덮어 약 20-25분 동안 조립니다.
7. 갈치가 익은 후에는 참기름을 넣고 소금과 후추로 간을 조절하세요.
8. 냄비에서 갈치조림을 꺼내어 접시에 담고 대파와 고추로 장식해 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/갈치조림/main.jpeg
장어구이,한식,장어,"1. 생장어를 씻고, 비늘을 제거하고 내장을 깨끗이 제거하세요.
2. 장어의 표면에 칼집을 내어 깊게 자르지 않게 해주세요.
3. 간장, 설탕, 다진 마늘, 다진 생강 (선택사항), 참기름, 소금, 후추를 섞어 양념을 만듭니다.
4. 양념을 장어에 골고루 발라주세요.
5. 냄비에 식용유를 두르고 중약불에서 데워주세요.
6. 장어를 냄비에 넣고 양면을 고루 구워주세요. 
7. 장어가 노릇하게 익은 후에는 불을 끄고 냄비에서 꺼내어 접시에 담고, 남은 양념을 냄비에 두고 끓여 데쳐주세요.
8. 데친 양념을 장어 위에 뿌려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/장어구이/main.jpeg
조기구이,한식,굴비,"1. 조기는 깨끗이 씻고 물기를 털어내세요. 내장과 비늘을 제거하세요.
2. 조기 표면에 소금과 후추를 골고루 뿌려주세요.
3. 팬에 식용유를 두르고 중약불에서 예열하세요.
4. 조기를 팬에 넣고 한 쪽 면을 노릇하게 구워주세요.
5. 조기가 뒤집히지 않도록 조심스럽게 뒤집고, 반대 면도 노릇하게 구워주세요.
6. 조기가 완전히 익고 노릇하게 구워진 상태에서 팬에서 꺼내세요.
7. 레몬 조각을 사용한다면 조기 위에 올려서 제공하면 더 맛있게 즐길 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/조기구이/main.jpeg
가자미구이,한식,가자미,"1. 가자미는 깨끗이 씻고 물기를 털어내세요. 내장과 비늘을 제거하세요.
2. 가자미 표면에 소금과 후추를 골고루 뿌려주세요.
3. 밀가루를 가자미 표면에 묻혀주세요.
4. 팬에 식용유를 두르고 중약불에서 예열하세요.
5. 가자미를 팬에 넣고 한 쪽 면을 노릇하게 구워주세요.
6. 가자미가 뒤집히지 않도록 조심스럽게 뒤집고, 반대 면도 노릇하게 구워주세요.
7. 가자미가 완전히 익고 노릇하게 구워진 상태에서 팬에서 꺼내세요.
8. 레몬 조각을 사용한다면 가자미 위에 올려서 제공하면 더 맛있게 즐길 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/가자미구이/main.jpeg
꽁치조림,한식,꽁치,"1. 꽁치는 깨끗이 씻고, 내장과 비늘을 제거한 뒤, 표면에 소금과 후추를 골고루 뿌려주세요.
2. 팬에 식용유를 두르고 중약불에서 예열하세요.
3. 꽁치를 팬에 넣고 한 쪽 면을 노릇하게 구워주세요.
4. 꽁치가 뒤집히지 않도록 조심스럽게 뒤집고, 반대 면도 노릇하게 구워주세요.
5. 대파, 마늘, 생강, 고추 (선택사항)는 얇게 채 썰어주세요.
6. 냄비에 대파, 마늘, 생강, 고추 (선택사항), 간장, 설탕, 고춧가루 (선택사항)을 넣고 섞어 양념을 만듭니다.
7. 양념 속에 꽁치를 넣고 10분 정도 재운 뒤, 냄비에 꽁치와 양념을 넣고 끓입니다.
8. 끓기 시작하면 중약불로 줄이고 뚜껑을 덮어 약 20-25분 동안 조려 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/꽁치조림/main.jpeg
낙곱새,한식,낙곱새,"1. 낙곱새는 깨끗이 씻고, 머리를 제거하고 꼬리 부분을 잘라내세요.
2. 대파, 마늘, 양파, 고추 (선택사항)는 얇게 채 썰어주세요.
3. 팬에 식용유를 두르고 중약불에서 예열하세요.
4. 대파, 마늘, 양파를 팬에 넣고 볶아주세요.
5. 낙곱새를 팬에 넣고, 새우와 낙지가 색이 변할 때까지 볶아주세요.
6. 고추장, 고춧가루, 간장, 설탕을 넣고 고르게 섞어주세요.
7. 고추 (선택사항)를 넣고 볶아주세요.
8. 요리가 거의 완성될 때에 참기름을 넣고 한 번 더 볶아주세요.
9. 깨소금을 뿌리고 소금과 후추로 간을 맞춰주세요.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/낙곱새/main.jpeg
바지락술찜,한식,바지락,"1. 바지락은 깨끗이 씻어 물기를 털어내세요.
2. 대파, 마늘, 두부, 고추 (선택사항)는 얇게 채 썰어주세요.
3. 냄비에 대파, 마늘, 두부, 고추 (선택사항), 청주, 간장, 설탕, 고춧가루 (선택사항)을 넣고 섞어 양념을 만듭니다.
4. 양념에 바지락을 넣고 끓입니다.
5. 끓기 시작하면 중약불로 줄이고 뚜껑을 덮어 약 10분 동안 조립니다. 바지락이 개구할 때까지 끓입니다.
6. 바지락이 개구하면 참기름을 넣고 소금과 후추로 간을 조절하세요.
7. 냄비에서 바지락 술찜을 꺼내어 접시에 담고, 채 썰어 놓은 대파로 장식해 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/바지락술찜/main.jpeg
바지락칼국수,한식,바지락,"1. 바지락은 깨끗이 씻어 소금물에 30분간 불려 모래를 제거한다.
2. 냄비에 물을 붓고 다진 마늘, 대파, 후추를 넣고 끓인다.
3. 바지락을 넣고 중약불에서 10분간 더 끓인 후 체로 걸러 육수를 만든다.
4. 육수에 소금으로 간을 맞춘 후 칼국수 면을 넣어 익힌다.
5. 그릇에 담아내고, 필요시 고명으로 파와 깨를 올린다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/바지락칼국수/main.jpeg
꽃게찜,한식,꽃게,"1. 꽃게는 깨끗이 씻어주세요.
2. 대파, 마늘, 생강, 고추 (선택사항)는 얇게 채 썰어주세요.
3. 냄비에 대파, 마늘, 생강, 고추 (선택사항), 청주, 간장, 설탕, 고춧가루 (선택사항)을 넣고 섞어 양념을 만듭니다.
4. 양념에 꽃게를 넣고 끓입니다.
5. 끓기 시작하면 중약불로 줄이고 뚜껑을 덮어 약 10분 동안 조립니다.
6. 꽃게가 개구하면 참기름을 넣고 소금과 후추로 간을 조절하세요.
7. 냄비에서 꽃게찜을 꺼내어 접시에 담고, 채 썰어 놓은 대파로 장식해 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/꽃게찜/main.jpeg
대게찜,한식,대게,"1. 대게는 머리와 다리를 분리하고 껍질을 제거하세요.
2. 대파, 마늘, 생강, 고추 (선택사항)는 얇게 채 썰어주세요.
3. 냄비에 대파, 마늘, 생강, 고추 (선택사항), 청주, 간장, 설탕, 고춧가루 (선택사항)을 넣고 섞어 양념을 만듭니다.
4. 양념에 대게를 넣고 끓입니다.
5. 끓기 시작하면 중약불로 줄이고 뚜껑을 덮어 약 15-20분 동안 조립니다.
6. 대게가 살짝 붉게 익으면 참기름을 넣고 소금과 후추로 간을 조절하고 더 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/대게찜/main.jpeg
랍스터찜,한식,랍스터,"1. 랍스터는 머리와 꼬리를 분리하고 껍질을 제거하세요.
2. 대파, 마늘, 생강, 고추 (선택사항)는 얇게 채 썰어주세요.
3. 냄비에 대파, 마늘, 생강, 고추 (선택사항), 청주, 간장, 설탕, 고춧가루 (선택사항)을 넣고 섞어 양념을 만듭니다.
4. 양념에 랍스터를 넣고 끓입니다.
5. 끓기 시작하면 중약불로 줄이고 뚜껑을 덮어 약 15-20분 동안 조립니다.'
6. 랍스터가 살짝 붉게 익으면 참기름을 넣고 소금과 후추로 간을 조절하세요.
7. 냄비에서 랍스터찜을 꺼내어 접시에 담고, 채 썰어 놓은 대파로 장식해 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/랍스터찜/main.jpeg
간장게장,한식,대게,"1. 게는 껍질을 제거하고 내장을 깨끗이 제거한 후, 손질합니다.
2. 생강은 얇게 슬라이스하고, 대파와 마늘은 얇게 채 썰어줍니다.
3. 냄비에 물, 간장, 설탕, 생강을 넣고 섞어 양념장을 만들어줍니다.
4.양념장에 대파, 마늘, 고추 (선택 사항)를 넣고 섞어줍니다.
5. 양념장을 끓이면서 끓여줍니다.
6. 식힌 양념장에 손질한 게를 넣고 고루 섞어줍니다.
7. 뚜껑을 덮고 실온에서 24시간 정도 숙성시킵니다.
8. 숙성이 끝나면 냉장고에 보관하고, 먹을 때는 참기름과 깨소금을 뿌려 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/간장게장/main.jpeg
양념게장,한식,대게,"1. 게는 껍질을 제거하고 내장을 깨끗이 제거한 후, 손질합니다.
2. 생강은 얇게 슬라이스하고, 대파와 마늘은 얇게 채 썰어줍니다.
3. 냄비에 물, 간장, 고추장, 설탕을 넣고 섞어 양념장을 만들어줍니다.
4. 양념장에 대파, 마늘, 고추 (선택 사항)를 넣고 섞어줍니다.
5. 양념장을 끓이면서 끓여줍니다.
6. 식힌 양념장에 손질한 게를 넣고 고루 섞어줍니다.
7. 뚜껑을 덮고 실온에서 24시간 정도 숙성시킵니다.
8. 숙성이 끝나면 냉장고에 보관하고, 먹을 때는 참기름과 깨소금을 뿌려 마무리합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/양념게장/main.jpeg
새우장,한식,새우,"1. 생새우는 껍질을 제거하고 손질한 후 물기를 털어낸다.
2. 마늘은 다진다. 고추 (선택사항)도 송송 썬다.
3. 팬에 식용유를 두르고 중약불에서 예열한다.
4. 마늘과 고추 (선택사항)를 팬에 넣고 볶아준다.
5. 마늘이 황금색으로 익으면 생새우를 넣고 볶아준다.
6. 생새우가 붉은색으로 익을 때까지 볶아준다.
7. 간장, 설탕, 물을 넣고 잘 섞어준다.
8. 물이 조금 끓으면 불을 끄고 참기름을 넣고 섞어준다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/새우장/main.jpeg
회,한식,회,,https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/회/main.jpeg
생굴,한식,굴,,https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/생굴/main.jpeg
감자채볶음,"한식, 반찬","감자, 채소","1. 감자를 얇게 채썰어 물에 담가 전분을 제거한 후 체에 밭쳐 물기를 제거한다.
2. 팬에 기름을 두르고 감자를 중불에서 볶는다.
3. 감자가 반투명해지면 다진 마늘, 소금, 후추로 간을 맞춘다.
4. 마지막으로 참기름과 통깨를 넣어 한 번 더 섞어준다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/감자채볶음/main.jpeg
감자조림,"한식, 반찬",감자,"1. 감자는 깨끗이 씻고 껍질을 벗겨서 얇게 슬라이스하거나 깍뚝썰기로 자릅니다.
2. 대파는 얇게 채 썰고, 마늘과 고추 (선택사항)는 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 감자를 팬에 넣고 중약불에서 볶아주세요.
6. 간장, 설탕, 물을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 감자가 익을 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/감자조림/main.jpeg
두부조림,"한식, 반찬",두부,"1. 두부는 적당한 크기로 자르고, 물기를 털어내서 준비합니다.
2. 대파는 얇게 채 썰고, 마늘과 고추 (선택사항)는 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 두부를 팬에 넣고 중약불에서 볶아주세요.
6. 간장, 설탕, 물을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 두부가 양념을 잘 흡수할 때까지 조립니다.
8. 참기름을 넣고 섞어주고, 고추 (선택사항)를 넣어 더 맛을 낼 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/두부조림/main.jpeg
메추리알장조림,"한식, 반찬",메추리알,"1. 메추리알을 깨끗이 씻고 물기를 털어낸다.
2. 대파는 얇게 채 썰고, 마늘과 고추 (선택사항)는 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열한다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 메추리알을 팬에 넣고 중약불에서 볶아주세요. 
6. 간장, 설탕, 물을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 메추리알이 양념을 잘 흡수할 때까지 조립니다.
8. 참기름을 넣고 섞어주고, 고추 (선택사항)를 넣어 더 맛을 낼 수 있습니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/메추리알장조림/main.jpeg
소고기장조림,"한식, 반찬",소고기,"1. 쇠고기는 얇게 슬라이스하거나 썰어서 준비합니다.
2. 대파는 얇게 채 썰고, 마늘과 고추 (선택사항)는 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 쇠고기를 팬에 넣고 중약불에서 쇠고기가 익을 때까지 볶아주세요.
간장, 설탕, 물을 넣고 잘 섞어줍니다.
6. 뚜껑을 덮고 중약불에서 쇠고기가 양념을 잘 흡수할 때까지 조립니다.
7. 참기름을 넣고 섞어주고, 고추 (선택사항)를 넣어 더 맛을 내 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/소고기장조림/main.jpeg
진미채볶음,"한식, 반찬",진미채,"1. 진미채를 깨끗이 씻어서 물기를 털어냅니다.
2. 대파는 얇게 채 썰고, 마늘과 고추 (선택사항)는 다집니다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 진미채를 팬에 넣고 중약불에서 볶아주세요. 
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 진미채가 양념을 잘 흡수할 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/진미채볶음/main.jpeg
버섯볶음,"한식, 반찬",버섯,"1. 버섯은 깨끗이 씻어서 물기를 털어낸 후 얇게 슬라이스하거나 적당한 크기로 자릅니다.
2. 대파는 얇게 채 썰고, 마늘은 다진다.
3. 팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 버섯을 팬에 넣고 중약불에서 볶아주세요.
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 버섯이 양념을 잘 흡수할 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/버섯볶음/main.jpeg
연근조림,"한식, 반찬",연근,"1. 연근은 껍질을 벗기고 얇게 채 썰거나, 적당한 크기로 자릅니다.
2. 대파는 얇게 채 썰고, 마늘은 다진다.
3.팬에 식용유를 두르고 중약불에서 예열합니다.
4. 대파와 마늘을 팬에 넣고 볶아 향이 나도록 합니다.
5. 연근을 팬에 넣고 중약불에서 볶아주세요.
6. 간장과 설탕을 넣고 잘 섞어줍니다.
7. 뚜껑을 덮고 중약불에서 연근이 양념을 잘 흡수할 때까지 졸여 완성합니다.",https://meturial-bucket.s3.ap-northeast-2.amazonaws.com/data/연근조림/main.jpeg
